group_type,group,condition,prompt,n,prevalence,accuracy,accuracy_ci_low,accuracy_ci_high,precision,recall,specificity,f1,balanced_accuracy,tp,tn,fp,fn
cancer,Plasma Cell Neoplasm/Multiple Myeloma,rag,basic,9,0.888889,0.666667,0.354202,0.879416,0.857143,0.750000,0.000000,0.800000,0.375000,6,0,1,2
cancer,Plasma Cell Neoplasm/Multiple Myeloma,rag,oncology_expert,9,0.888889,0.666667,0.354202,0.879416,0.857143,0.750000,0.000000,0.800000,0.375000,6,0,1,2
cancer,Plasma Cell Neoplasm/Multiple Myeloma,rag,patient_education,9,0.888889,0.666667,0.354202,0.879416,0.857143,0.750000,0.000000,0.800000,0.375000,6,0,1,2
cancer,Plasma Cell Neoplasm/Multiple Myeloma,non_rag,basic,9,0.888889,0.555556,0.266651,0.811221,0.833333,0.625000,0.000000,0.714286,0.312500,5,0,1,3
cancer,Plasma Cell Neoplasm/Multiple Myeloma,non_rag,oncology_expert,9,0.888889,0.666667,0.354202,0.879416,0.857143,0.750000,0.000000,0.800000,0.375000,6,0,1,2
cancer,Plasma Cell Neoplasm/Multiple Myeloma,non_rag,patient_education,9,0.888889,0.666667,0.354202,0.879416,0.857143,0.750000,0.000000,0.800000,0.375000,6,0,1,2
cancer,Pregnancy and Breast Cancer,rag,basic,9,0.555556,0.555556,0.266651,0.811221,0.555556,1.000000,0.000000,0.714286,0.500000,5,0,4,0
cancer,Pregnancy and Breast Cancer,rag,oncology_expert,9,0.555556,0.555556,0.266651,0.811221,0.555556,1.000000,0.000000,0.714286,0.500000,5,0,4,0
cancer,Pregnancy and Breast Cancer,rag,patient_education,9,0.555556,0.555556,0.266651,0.811221,0.555556,1.000000,0.000000,0.714286,0.500000,5,0,4,0
cancer,Pregnancy and Breast Cancer,non_rag,basic,9,0.555556,0.555556,0.266651,0.811221,0.555556,1.000000,0.000000,0.714286,0.500000,5,0,4,0
cancer,Pregnancy and Breast Cancer,non_rag,oncology_expert,9,0.555556,0.555556,0.266651,0.811221,0.555556,1.000000,0.000000,0.714286,0.500000,5,0,4,0
cancer,Pregnancy and Breast Cancer,non_rag,patient_education,9,0.555556,0.555556,0.266651,0.811221,0.555556,1.000000,0.000000,0.714286,0.500000,5,0,4,0
cancer,Primary CNS Lymphoma (Lymphoma),rag,basic,9,0.888889,0.666667,0.354202,0.879416,0.857143,0.750000,0.000000,0.800000,0.375000,6,0,1,2
cancer,Primary CNS Lymphoma (Lymphoma),rag,oncology_expert,9,0.888889,0.777778,0.452589,0.936775,1.000000,0.750000,1.000000,0.857143,0.875000,6,1,0,2
cancer,Primary CNS Lymphoma (Lymphoma),rag,patient_education,9,0.888889,0.777778,0.452589,0.936775,0.875000,0.875000,0.000000,0.875000,0.437500,7,0,1,1
cancer,Primary CNS Lymphoma (Lymphoma),non_rag,basic,9,0.888889,0.666667,0.354202,0.879416,0.857143,0.750000,0.000000,0.800000,0.375000,6,0,1,2
cancer,Primary CNS Lymphoma (Lymphoma),non_rag,oncology_expert,9,0.888889,0.555556,0.266651,0.811221,0.833333,0.625000,0.000000,0.714286,0.312500,5,0,1,3
cancer,Primary CNS Lymphoma (Lymphoma),non_rag,patient_education,9,0.888889,0.555556,0.266651,0.811221,0.833333,0.625000,0.000000,0.714286,0.312500,5,0,1,3
cancer,Central Nervous System Tumors,rag,basic,8,1.000000,1.000000,0.675592,1.000000,1.000000,1.000000,,1.000000,,8,0,0,0
cancer,Central Nervous System Tumors,rag,oncology_expert,8,1.000000,0.875000,0.529112,0.977583,1.000000,0.875000,,0.933333,,7,0,0,1
cancer,Central Nervous System Tumors,rag,patient_education,8,1.000000,1.000000,0.675592,1.000000,1.000000,1.000000,,1.000000,,8,0,0,0
cancer,Central Nervous System Tumors,non_rag,basic,8,1.000000,0.750000,0.409275,0.928521,1.000000,0.750000,,0.857143,,6,0,0,2
cancer,Central Nervous System Tumors,non_rag,oncology_expert,8,1.000000,0.750000,0.409275,0.928521,1.000000,0.750000,,0.857143,,6,0,0,2
cancer,Central Nervous System Tumors,non_rag,patient_education,8,1.000000,0.750000,0.409275,0.928521,1.000000,0.750000,,0.857143,,6,0,0,2
cancer,Childhood Extracranial Germ Cell Tumors,rag,basic,8,0.375000,0.625000,0.305742,0.863156,0.500000,0.666667,0.600000,0.571429,0.633333,2,3,2,1
cancer,Childhood Extracranial Germ Cell Tumors,rag,oncology_expert,8,0.375000,0.750000,0.409275,0.928521,0.600000,1.000000,0.600000,0.750000,0.800000,3,3,2,0
cancer,Childhood Extracranial Germ Cell Tumors,rag,patient_education,8,0.375000,0.625000,0.305742,0.863156,0.500000,1.000000,0.400000,0.666667,0.700000,3,2,3,0
cancer,Childhood Extracranial Germ Cell Tumors,non_rag,basic,8,0.375000,0.875000,0.529112,0.977583,1.000000,0.666667,1.000000,0.800000,0.833333,2,5,0,1
cancer,Childhood Extracranial Germ Cell Tumors,non_rag,oncology_expert,8,0.375000,0.750000,0.409275,0.928521,0.666667,0.666667,0.800000,0.666667,0.733333,2,4,1,1
cancer,Childhood Extracranial Germ Cell Tumors,non_rag,patient_education,8,0.375000,0.750000,0.409275,0.928521,0.666667,0.666667,0.800000,0.666667,0.733333,2,4,1,1
cancer,Colon cancer,rag,basic,8,1.000000,0.750000,0.409275,0.928521,1.000000,0.750000,,0.857143,,6,0,0,2
cancer,Colon cancer,rag,oncology_expert,8,1.000000,0.750000,0.409275,0.928521,1.000000,0.750000,,0.857143,,6,0,0,2
cancer,Colon cancer,rag,patient_education,8,1.000000,0.750000,0.409275,0.928521,1.000000,0.750000,,0.857143,,6,0,0,2
cancer,Colon cancer,non_rag,basic,8,1.000000,0.750000,0.409275,0.928521,1.000000,0.750000,,0.857143,,6,0,0,2
cancer,Colon cancer,non_rag,oncology_expert,8,1.000000,0.750000,0.409275,0.928521,1.000000,0.750000,,0.857143,,6,0,0,2
cancer,Colon cancer,non_rag,patient_education,8,1.000000,0.750000,0.409275,0.928521,1.000000,0.750000,,0.857143,,6,0,0,2
cancer,Gallbladder Cancer,rag,basic,8,0.750000,0.875000,0.529112,0.977583,1.000000,0.833333,1.000000,0.909091,0.916667,5,2,0,1
cancer,Gallbladder Cancer,rag,oncology_expert,8,0.750000,0.875000,0.529112,0.977583,1.000000,0.833333,1.000000,0.909091,0.916667,5,2,0,1
cancer,Gallbladder Cancer,rag,patient_education,8,0.750000,1.000000,0.675592,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,6,2,0,0
cancer,Gallbladder Cancer,non_rag,basic,8,0.750000,0.875000,0.529112,0.977583,1.000000,0.833333,1.000000,0.909091,0.916667,5,2,0,1
cancer,Gallbladder Cancer,non_rag,oncology_expert,8,0.750000,0.750000,0.409275,0.928521,1.000000,0.666667,1.000000,0.800000,0.833333,4,2,0,2
cancer,Gallbladder Cancer,non_rag,patient_education,8,0.750000,0.750000,0.409275,0.928521,1.000000,0.666667,1.000000,0.800000,0.833333,4,2,0,2
cancer,Oral cavity cancer,rag,basic,8,1.000000,0.625000,0.305742,0.863156,1.000000,0.625000,,0.769231,,5,0,0,3
cancer,Oral cavity cancer,rag,oncology_expert,8,1.000000,0.750000,0.409275,0.928521,1.000000,0.750000,,0.857143,,6,0,0,2
cancer,Oral cavity cancer,rag,patient_education,8,1.000000,0.625000,0.305742,0.863156,1.000000,0.625000,,0.769231,,5,0,0,3
cancer,Oral cavity cancer,non_rag,basic,8,1.000000,0.750000,0.409275,0.928521,1.000000,0.750000,,0.857143,,6,0,0,2
cancer,Oral cavity cancer,non_rag,oncology_expert,8,1.000000,0.625000,0.305742,0.863156,1.000000,0.625000,,0.769231,,5,0,0,3
cancer,Oral cavity cancer,non_rag,patient_education,8,1.000000,0.750000,0.409275,0.928521,1.000000,0.750000,,0.857143,,6,0,0,2
cancer,Pleuropulmonary Blastoma (Lung Cancer),rag,basic,8,0.750000,0.750000,0.409275,0.928521,0.750000,1.000000,0.000000,0.857143,0.500000,6,0,2,0
cancer,Pleuropulmonary Blastoma (Lung Cancer),rag,oncology_expert,8,0.750000,0.750000,0.409275,0.928521,0.750000,1.000000,0.000000,0.857143,0.500000,6,0,2,0
cancer,Pleuropulmonary Blastoma (Lung Cancer),rag,patient_education,8,0.750000,0.750000,0.409275,0.928521,0.750000,1.000000,0.000000,0.857143,0.500000,6,0,2,0
cancer,Pleuropulmonary Blastoma (Lung Cancer),non_rag,basic,8,0.750000,0.625000,0.305742,0.863156,0.714286,0.833333,0.000000,0.769231,0.416667,5,0,2,1
cancer,Pleuropulmonary Blastoma (Lung Cancer),non_rag,oncology_expert,8,0.750000,0.625000,0.305742,0.863156,0.714286,0.833333,0.000000,0.769231,0.416667,5,0,2,1
cancer,Pleuropulmonary Blastoma (Lung Cancer),non_rag,patient_education,8,0.750000,0.625000,0.305742,0.863156,0.714286,0.833333,0.000000,0.769231,0.416667,5,0,2,1
cancer,Pulmonary Inflammatory Myofibroblastic Tumor (Lung Cancer),rag,basic,8,0.625000,0.250000,0.071479,0.590725,0.400000,0.400000,0.000000,0.400000,0.200000,2,0,3,3
cancer,Pulmonary Inflammatory Myofibroblastic Tumor (Lung Cancer),rag,oncology_expert,8,0.625000,0.500000,0.215216,0.784784,0.571429,0.800000,0.000000,0.666667,0.400000,4,0,3,1
cancer,Pulmonary Inflammatory Myofibroblastic Tumor (Lung Cancer),rag,patient_education,8,0.625000,0.250000,0.071479,0.590725,0.400000,0.400000,0.000000,0.400000,0.200000,2,0,3,3
cancer,Pulmonary Inflammatory Myofibroblastic Tumor (Lung Cancer),non_rag,basic,8,0.625000,0.500000,0.215216,0.784784,0.666667,0.400000,0.666667,0.500000,0.533333,2,2,1,3
cancer,Pulmonary Inflammatory Myofibroblastic Tumor (Lung Cancer),non_rag,oncology_expert,8,0.625000,0.625000,0.305742,0.863156,0.750000,0.600000,0.666667,0.666667,0.633333,3,2,1,2
cancer,Pulmonary Inflammatory Myofibroblastic Tumor (Lung Cancer),non_rag,patient_education,8,0.625000,0.625000,0.305742,0.863156,0.750000,0.600000,0.666667,0.666667,0.633333,3,2,1,2
cancer,Vulvar Cancer,rag,basic,8,1.000000,0.875000,0.529112,0.977583,1.000000,0.875000,,0.933333,,7,0,0,1
cancer,Vulvar Cancer,rag,oncology_expert,8,1.000000,0.875000,0.529112,0.977583,1.000000,0.875000,,0.933333,,7,0,0,1
cancer,Vulvar Cancer,rag,patient_education,8,1.000000,0.875000,0.529112,0.977583,1.000000,0.875000,,0.933333,,7,0,0,1
cancer,Vulvar Cancer,non_rag,basic,8,1.000000,0.500000,0.215216,0.784784,1.000000,0.500000,,0.666667,,4,0,0,4
cancer,Vulvar Cancer,non_rag,oncology_expert,8,1.000000,0.625000,0.305742,0.863156,1.000000,0.625000,,0.769231,,5,0,0,3
cancer,Vulvar Cancer,non_rag,patient_education,8,1.000000,0.500000,0.215216,0.784784,1.000000,0.500000,,0.666667,,4,0,0,4
cancer,Wilms Tumor and Other Childhood Kidney Tumors,rag,basic,8,0.625000,0.500000,0.215216,0.784784,0.666667,0.400000,0.666667,0.500000,0.533333,2,2,1,3
cancer,Wilms Tumor and Other Childhood Kidney Tumors,rag,oncology_expert,8,0.625000,0.625000,0.305742,0.863156,0.750000,0.600000,0.666667,0.666667,0.633333,3,2,1,2
cancer,Wilms Tumor and Other Childhood Kidney Tumors,rag,patient_education,8,0.625000,0.375000,0.136844,0.694258,0.500000,0.400000,0.333333,0.444444,0.366667,2,1,2,3
cancer,Wilms Tumor and Other Childhood Kidney Tumors,non_rag,basic,8,0.625000,0.375000,0.136844,0.694258,0.500000,0.200000,0.666667,0.285714,0.433333,1,2,1,4
cancer,Wilms Tumor and Other Childhood Kidney Tumors,non_rag,oncology_expert,8,0.625000,0.375000,0.136844,0.694258,0.500000,0.400000,0.333333,0.444444,0.366667,2,1,2,3
cancer,Wilms Tumor and Other Childhood Kidney Tumors,non_rag,patient_education,8,0.625000,0.375000,0.136844,0.694258,0.500000,0.200000,0.666667,0.285714,0.433333,1,2,1,4
cancer,Carcinoma of Unknown Primary,rag,basic,7,1.000000,0.857143,0.486872,0.974320,1.000000,0.857143,,0.923077,,6,0,0,1
cancer,Carcinoma of Unknown Primary,rag,oncology_expert,7,1.000000,0.857143,0.486872,0.974320,1.000000,0.857143,,0.923077,,6,0,0,1
cancer,Carcinoma of Unknown Primary,rag,patient_education,7,1.000000,0.857143,0.486872,0.974320,1.000000,0.857143,,0.923077,,6,0,0,1
cancer,Carcinoma of Unknown Primary,non_rag,basic,7,1.000000,0.714286,0.358934,0.917781,1.000000,0.714286,,0.833333,,5,0,0,2
cancer,Carcinoma of Unknown Primary,non_rag,oncology_expert,7,1.000000,0.857143,0.486872,0.974320,1.000000,0.857143,,0.923077,,6,0,0,1
cancer,Carcinoma of Unknown Primary,non_rag,patient_education,7,1.000000,0.857143,0.486872,0.974320,1.000000,0.857143,,0.923077,,6,0,0,1
cancer,"Extracranial Germ Cell Tumor, Childhood",rag,basic,7,0.428571,0.571429,0.250458,0.841780,0.500000,0.666667,0.500000,0.571429,0.583333,2,2,2,1
cancer,"Extracranial Germ Cell Tumor, Childhood",rag,oncology_expert,7,0.428571,0.571429,0.250458,0.841780,0.500000,0.666667,0.500000,0.571429,0.583333,2,2,2,1
cancer,"Extracranial Germ Cell Tumor, Childhood",rag,patient_education,7,0.428571,0.714286,0.358934,0.917781,0.666667,0.666667,0.750000,0.666667,0.708333,2,3,1,1
cancer,"Extracranial Germ Cell Tumor, Childhood",non_rag,basic,7,0.428571,0.857143,0.486872,0.974320,1.000000,0.666667,1.000000,0.800000,0.833333,2,4,0,1
cancer,"Extracranial Germ Cell Tumor, Childhood",non_rag,oncology_expert,7,0.428571,0.857143,0.486872,0.974320,1.000000,0.666667,1.000000,0.800000,0.833333,2,4,0,1
cancer,"Extracranial Germ Cell Tumor, Childhood",non_rag,patient_education,7,0.428571,0.714286,0.358934,0.917781,1.000000,0.333333,1.000000,0.500000,0.666667,1,4,0,2
cancer,Hairy Cell Leukemia,rag,basic,7,0.571429,0.571429,0.250458,0.841780,0.571429,1.000000,0.000000,0.727273,0.500000,4,0,3,0
cancer,Hairy Cell Leukemia,rag,oncology_expert,7,0.571429,0.571429,0.250458,0.841780,0.571429,1.000000,0.000000,0.727273,0.500000,4,0,3,0
cancer,Hairy Cell Leukemia,rag,patient_education,7,0.571429,0.571429,0.250458,0.841780,0.571429,1.000000,0.000000,0.727273,0.500000,4,0,3,0
cancer,Hairy Cell Leukemia,non_rag,basic,7,0.571429,0.857143,0.486872,0.974320,0.800000,1.000000,0.666667,0.888889,0.833333,4,2,1,0
cancer,Hairy Cell Leukemia,non_rag,oncology_expert,7,0.571429,0.857143,0.486872,0.974320,0.800000,1.000000,0.666667,0.888889,0.833333,4,2,1,0
cancer,Hairy Cell Leukemia,non_rag,patient_education,7,0.571429,0.857143,0.486872,0.974320,0.800000,1.000000,0.666667,0.888889,0.833333,4,2,1,0
cancer,Head and Neck Cancer,rag,basic,7,1.000000,0.857143,0.486872,0.974320,1.000000,0.857143,,0.923077,,6,0,0,1
cancer,Head and Neck Cancer,rag,oncology_expert,7,1.000000,0.857143,0.486872,0.974320,1.000000,0.857143,,0.923077,,6,0,0,1
cancer,Head and Neck Cancer,rag,patient_education,7,1.000000,0.857143,0.486872,0.974320,1.000000,0.857143,,0.923077,,6,0,0,1
cancer,Head and Neck Cancer,non_rag,basic,7,1.000000,0.857143,0.486872,0.974320,1.000000,0.857143,,0.923077,,6,0,0,1
cancer,Head and Neck Cancer,non_rag,oncology_expert,7,1.000000,0.857143,0.486872,0.974320,1.000000,0.857143,,0.923077,,6,0,0,1
cancer,Head and Neck Cancer,non_rag,patient_education,7,1.000000,1.000000,0.645670,1.000000,1.000000,1.000000,,1.000000,,7,0,0,0
cancer,"Histiocytosis, Langerhans Cell",rag,basic,7,0.857143,0.571429,0.250458,0.841780,0.800000,0.666667,0.000000,0.727273,0.333333,4,0,1,2
cancer,"Histiocytosis, Langerhans Cell",rag,oncology_expert,7,0.857143,0.571429,0.250458,0.841780,0.800000,0.666667,0.000000,0.727273,0.333333,4,0,1,2
cancer,"Histiocytosis, Langerhans Cell",rag,patient_education,7,0.857143,0.571429,0.250458,0.841780,0.800000,0.666667,0.000000,0.727273,0.333333,4,0,1,2
cancer,"Histiocytosis, Langerhans Cell",non_rag,basic,7,0.857143,0.714286,0.358934,0.917781,1.000000,0.666667,1.000000,0.800000,0.833333,4,1,0,2
cancer,"Histiocytosis, Langerhans Cell",non_rag,oncology_expert,7,0.857143,0.857143,0.486872,0.974320,1.000000,0.833333,1.000000,0.909091,0.916667,5,1,0,1
cancer,"Histiocytosis, Langerhans Cell",non_rag,patient_education,7,0.857143,0.857143,0.486872,0.974320,1.000000,0.833333,1.000000,0.909091,0.916667,5,1,0,1
cancer,Merkel Cell Carcinoma (Skin Cancer),rag,basic,7,0.428571,1.000000,0.645670,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3,4,0,0
cancer,Merkel Cell Carcinoma (Skin Cancer),rag,oncology_expert,7,0.428571,0.714286,0.358934,0.917781,0.600000,1.000000,0.500000,0.750000,0.750000,3,2,2,0
cancer,Merkel Cell Carcinoma (Skin Cancer),rag,patient_education,7,0.428571,0.857143,0.486872,0.974320,0.750000,1.000000,0.750000,0.857143,0.875000,3,3,1,0
cancer,Merkel Cell Carcinoma (Skin Cancer),non_rag,basic,7,0.428571,0.857143,0.486872,0.974320,1.000000,0.666667,1.000000,0.800000,0.833333,2,4,0,1
cancer,Merkel Cell Carcinoma (Skin Cancer),non_rag,oncology_expert,7,0.428571,0.714286,0.358934,0.917781,0.666667,0.666667,0.750000,0.666667,0.708333,2,3,1,1
cancer,Merkel Cell Carcinoma (Skin Cancer),non_rag,patient_education,7,0.428571,0.857143,0.486872,0.974320,0.750000,1.000000,0.750000,0.857143,0.875000,3,3,1,0
cancer,"Myeloid Leukemia, Acute (AML)",rag,basic,7,0.857143,0.714286,0.358934,0.917781,1.000000,0.666667,1.000000,0.800000,0.833333,4,1,0,2
cancer,"Myeloid Leukemia, Acute (AML)",rag,oncology_expert,7,0.857143,0.714286,0.358934,0.917781,1.000000,0.666667,1.000000,0.800000,0.833333,4,1,0,2
cancer,"Myeloid Leukemia, Acute (AML)",rag,patient_education,7,0.857143,0.714286,0.358934,0.917781,1.000000,0.666667,1.000000,0.800000,0.833333,4,1,0,2
cancer,"Myeloid Leukemia, Acute (AML)",non_rag,basic,7,0.857143,0.571429,0.250458,0.841780,1.000000,0.500000,1.000000,0.666667,0.750000,3,1,0,3
cancer,"Myeloid Leukemia, Acute (AML)",non_rag,oncology_expert,7,0.857143,0.571429,0.250458,0.841780,1.000000,0.500000,1.000000,0.666667,0.750000,3,1,0,3
cancer,"Myeloid Leukemia, Acute (AML)",non_rag,patient_education,7,0.857143,0.571429,0.250458,0.841780,1.000000,0.500000,1.000000,0.666667,0.750000,3,1,0,3
cancer,Papillomatosis (Childhood Laryngeal),rag,basic,7,1.000000,0.857143,0.486872,0.974320,1.000000,0.857143,,0.923077,,6,0,0,1
cancer,Papillomatosis (Childhood Laryngeal),rag,oncology_expert,7,1.000000,1.000000,0.645670,1.000000,1.000000,1.000000,,1.000000,,7,0,0,0
cancer,Papillomatosis (Childhood Laryngeal),rag,patient_education,7,1.000000,1.000000,0.645670,1.000000,1.000000,1.000000,,1.000000,,7,0,0,0
cancer,Papillomatosis (Childhood Laryngeal),non_rag,basic,7,1.000000,1.000000,0.645670,1.000000,1.000000,1.000000,,1.000000,,7,0,0,0
cancer,Papillomatosis (Childhood Laryngeal),non_rag,oncology_expert,7,1.000000,1.000000,0.645670,1.000000,1.000000,1.000000,,1.000000,,7,0,0,0
cancer,Papillomatosis (Childhood Laryngeal),non_rag,patient_education,7,1.000000,1.000000,0.645670,1.000000,1.000000,1.000000,,1.000000,,7,0,0,0
cancer,Primary Peritoneal Cancer,rag,basic,7,0.714286,0.571429,0.250458,0.841780,0.750000,0.600000,0.500000,0.666667,0.550000,3,1,1,2
cancer,Primary Peritoneal Cancer,rag,oncology_expert,7,0.714286,0.428571,0.158220,0.749542,0.666667,0.400000,0.500000,0.500000,0.450000,2,1,1,3
cancer,Primary Peritoneal Cancer,rag,patient_education,7,0.714286,0.428571,0.158220,0.749542,0.666667,0.400000,0.500000,0.500000,0.450000,2,1,1,3
cancer,Primary Peritoneal Cancer,non_rag,basic,7,0.714286,0.428571,0.158220,0.749542,0.666667,0.400000,0.500000,0.500000,0.450000,2,1,1,3
cancer,Primary Peritoneal Cancer,non_rag,oncology_expert,7,0.714286,0.428571,0.158220,0.749542,0.666667,0.400000,0.500000,0.500000,0.450000,2,1,1,3
cancer,Primary Peritoneal Cancer,non_rag,patient_education,7,0.714286,0.428571,0.158220,0.749542,0.666667,0.400000,0.500000,0.500000,0.450000,2,1,1,3
cancer,Prostate cancer,rag,basic,7,1.000000,0.714286,0.358934,0.917781,1.000000,0.714286,,0.833333,,5,0,0,2
cancer,Prostate cancer,rag,oncology_expert,7,1.000000,0.571429,0.250458,0.841780,1.000000,0.571429,,0.727273,,4,0,0,3
cancer,Prostate cancer,rag,patient_education,7,1.000000,0.571429,0.250458,0.841780,1.000000,0.571429,,0.727273,,4,0,0,3
cancer,Prostate cancer,non_rag,basic,7,1.000000,0.428571,0.158220,0.749542,1.000000,0.428571,,0.600000,,3,0,0,4
cancer,Prostate cancer,non_rag,oncology_expert,7,1.000000,0.571429,0.250458,0.841780,1.000000,0.571429,,0.727273,,4,0,0,3
cancer,Prostate cancer,non_rag,patient_education,7,1.000000,0.571429,0.250458,0.841780,1.000000,0.571429,,0.727273,,4,0,0,3
cancer,"Ureter and Renal Pelvis, Transitional Cell Cancer (Kidney (Renal Cell) Cancer)",rag,basic,7,0.428571,0.571429,0.250458,0.841780,0.500000,1.000000,0.250000,0.666667,0.625000,3,1,3,0
cancer,"Ureter and Renal Pelvis, Transitional Cell Cancer (Kidney (Renal Cell) Cancer)",rag,oncology_expert,7,0.428571,0.571429,0.250458,0.841780,0.500000,1.000000,0.250000,0.666667,0.625000,3,1,3,0
cancer,"Ureter and Renal Pelvis, Transitional Cell Cancer (Kidney (Renal Cell) Cancer)",rag,patient_education,7,0.428571,0.428571,0.158220,0.749542,0.428571,1.000000,0.000000,0.600000,0.500000,3,0,4,0
cancer,"Ureter and Renal Pelvis, Transitional Cell Cancer (Kidney (Renal Cell) Cancer)",non_rag,basic,7,0.428571,0.571429,0.250458,0.841780,0.500000,1.000000,0.250000,0.666667,0.625000,3,1,3,0
cancer,"Ureter and Renal Pelvis, Transitional Cell Cancer (Kidney (Renal Cell) Cancer)",non_rag,oncology_expert,7,0.428571,0.571429,0.250458,0.841780,0.500000,1.000000,0.250000,0.666667,0.625000,3,1,3,0
cancer,"Ureter and Renal Pelvis, Transitional Cell Cancer (Kidney (Renal Cell) Cancer)",non_rag,patient_education,7,0.428571,0.428571,0.158220,0.749542,0.400000,0.666667,0.250000,0.500000,0.458333,2,1,3,1
cancer,AIDS-Related Lymphoma (Lymphoma),rag,basic,6,1.000000,0.666667,0.299993,0.903229,1.000000,0.666667,,0.800000,,4,0,0,2
cancer,AIDS-Related Lymphoma (Lymphoma),rag,oncology_expert,6,1.000000,0.666667,0.299993,0.903229,1.000000,0.666667,,0.800000,,4,0,0,2
cancer,AIDS-Related Lymphoma (Lymphoma),rag,patient_education,6,1.000000,0.666667,0.299993,0.903229,1.000000,0.666667,,0.800000,,4,0,0,2
cancer,AIDS-Related Lymphoma (Lymphoma),non_rag,basic,6,1.000000,0.333333,0.096771,0.700007,1.000000,0.333333,,0.500000,,2,0,0,4
cancer,AIDS-Related Lymphoma (Lymphoma),non_rag,oncology_expert,6,1.000000,0.333333,0.096771,0.700007,1.000000,0.333333,,0.500000,,2,0,0,4
cancer,AIDS-Related Lymphoma (Lymphoma),non_rag,patient_education,6,1.000000,0.333333,0.096771,0.700007,1.000000,0.333333,,0.500000,,2,0,0,4
cancer,Anal Cancer,rag,basic,6,1.000000,0.833333,0.436497,0.969947,1.000000,0.833333,,0.909091,,5,0,0,1
cancer,Anal Cancer,rag,oncology_expert,6,1.000000,0.666667,0.299993,0.903229,1.000000,0.666667,,0.800000,,4,0,0,2
cancer,Anal Cancer,rag,patient_education,6,1.000000,0.833333,0.436497,0.969947,1.000000,0.833333,,0.909091,,5,0,0,1
cancer,Anal Cancer,non_rag,basic,6,1.000000,0.333333,0.096771,0.700007,1.000000,0.333333,,0.500000,,2,0,0,4
cancer,Anal Cancer,non_rag,oncology_expert,6,1.000000,0.500000,0.187616,0.812384,1.000000,0.500000,,0.666667,,3,0,0,3
cancer,Anal Cancer,non_rag,patient_education,6,1.000000,0.500000,0.187616,0.812384,1.000000,0.500000,,0.666667,,3,0,0,3
cancer,Brain Tumors,rag,basic,6,1.000000,0.833333,0.436497,0.969947,1.000000,0.833333,,0.909091,,5,0,0,1
cancer,Brain Tumors,rag,oncology_expert,6,1.000000,0.833333,0.436497,0.969947,1.000000,0.833333,,0.909091,,5,0,0,1
cancer,Brain Tumors,rag,patient_education,6,1.000000,0.833333,0.436497,0.969947,1.000000,0.833333,,0.909091,,5,0,0,1
cancer,Brain Tumors,non_rag,basic,6,1.000000,0.833333,0.436497,0.969947,1.000000,0.833333,,0.909091,,5,0,0,1
cancer,Brain Tumors,non_rag,oncology_expert,6,1.000000,0.833333,0.436497,0.969947,1.000000,0.833333,,0.909091,,5,0,0,1
cancer,Brain Tumors,non_rag,patient_education,6,1.000000,0.833333,0.436497,0.969947,1.000000,0.833333,,0.909091,,5,0,0,1
cancer,Childhood Central Nervous System Germ Cell Tumors (Brain Cancer),rag,basic,6,0.000000,0.666667,0.299993,0.903229,0.000000,,0.666667,0.000000,,0,4,2,0
cancer,Childhood Central Nervous System Germ Cell Tumors (Brain Cancer),rag,oncology_expert,6,0.000000,0.666667,0.299993,0.903229,0.000000,,0.666667,0.000000,,0,4,2,0
cancer,Childhood Central Nervous System Germ Cell Tumors (Brain Cancer),rag,patient_education,6,0.000000,0.666667,0.299993,0.903229,0.000000,,0.666667,0.000000,,0,4,2,0
cancer,Childhood Central Nervous System Germ Cell Tumors (Brain Cancer),non_rag,basic,6,0.000000,1.000000,0.609666,1.000000,,,1.000000,,,0,6,0,0
cancer,Childhood Central Nervous System Germ Cell Tumors (Brain Cancer),non_rag,oncology_expert,6,0.000000,1.000000,0.609666,1.000000,,,1.000000,,,0,6,0,0
cancer,Childhood Central Nervous System Germ Cell Tumors (Brain Cancer),non_rag,patient_education,6,0.000000,1.000000,0.609666,1.000000,,,1.000000,,,0,6,0,0
cancer,"Heart Tumors, Childhood",rag,basic,6,0.833333,0.666667,0.299993,0.903229,0.800000,0.800000,0.000000,0.800000,0.400000,4,0,1,1
cancer,"Heart Tumors, Childhood",rag,oncology_expert,6,0.833333,0.833333,0.436497,0.969947,0.833333,1.000000,0.000000,0.909091,0.500000,5,0,1,0
cancer,"Heart Tumors, Childhood",rag,patient_education,6,0.833333,0.833333,0.436497,0.969947,0.833333,1.000000,0.000000,0.909091,0.500000,5,0,1,0
cancer,"Heart Tumors, Childhood",non_rag,basic,6,0.833333,0.833333,0.436497,0.969947,0.833333,1.000000,0.000000,0.909091,0.500000,5,0,1,0
cancer,"Heart Tumors, Childhood",non_rag,oncology_expert,6,0.833333,0.833333,0.436497,0.969947,0.833333,1.000000,0.000000,0.909091,0.500000,5,0,1,0
cancer,"Heart Tumors, Childhood",non_rag,patient_education,6,0.833333,0.833333,0.436497,0.969947,0.833333,1.000000,0.000000,0.909091,0.500000,5,0,1,0
cancer,Liver cancer,rag,basic,6,1.000000,1.000000,0.609666,1.000000,1.000000,1.000000,,1.000000,,6,0,0,0
